,description.sold_price,description.lot_sqft,description.sqft,description.beds,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,laundry_room,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer,city_mean,city_median,age,description.type_apartment,description.type_condo,description.type_condo_townhome_rowhome_coop,description.type_condos,description.type_duplex_triplex,description.type_land,description.type_mobile,description.type_multi_family,description.type_other,description.type_single_family,description.type_townhomes
2586,580000.0,2312.0,2980.0,3.0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,714903.990476191,460000.0,11,0,0,0,0,0,0,0,0,0,0,1
2587,370000.0,1206.0,1518.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,714903.990476191,460000.0,47,0,0,0,0,0,0,0,0,0,0,1
2588,450000.0,11165.0,1100.0,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,714903.990476191,460000.0,59,0,0,0,0,0,0,0,0,0,1,0
2590,700000.0,9350.0,2400.0,5.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,714903.990476191,460000.0,55,0,0,0,0,0,0,0,0,0,1,0
2591,314000.0,1216.0,1086.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,714903.990476191,460000.0,41,0,0,0,0,0,0,0,0,0,0,1
2593,365000.0,1024.0,1746.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,714903.990476191,460000.0,47,0,0,0,0,0,0,0,0,0,0,1
2594,565000.0,33316.0,2596.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,714903.990476191,460000.0,48,0,0,0,0,0,0,0,0,0,1,0
2595,850000.0,61196.0,4415.0,4.0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,714903.990476191,460000.0,49,0,0,0,0,0,0,0,0,0,1,0
2596,450000.0,8030.0,1526.0,3.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714903.990476191,460000.0,77,0,0,0,0,0,0,0,0,0,1,0
2597,1195000.0,20300.0,2433.0,4.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,714903.990476191,460000.0,57,0,0,0,0,0,0,0,0,0,1,0
2601,430000.0,9000.0,1860.0,4.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,714903.990476191,460000.0,49,0,0,0,0,0,0,0,0,0,1,0
2602,895000.0,15865.0,5766.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,714903.990476191,460000.0,17,0,0,0,0,0,0,0,0,0,1,0
2603,600000.0,9000.0,2016.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,714903.990476191,460000.0,51,0,0,0,0,0,0,0,0,0,1,0
2606,520000.0,2040.0,2092.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,714903.990476191,460000.0,36,0,0,0,0,0,0,0,0,0,0,1
2607,430000.0,10000.0,2580.0,2.0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,714903.990476191,460000.0,59,0,0,0,0,0,0,0,0,0,1,0
2608,550000.0,15028.0,1590.0,4.0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,714903.990476191,460000.0,46,0,0,0,0,0,0,0,0,0,1,0
2610,420000.0,6501.0,1560.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,714903.990476191,460000.0,47,0,0,0,0,0,0,0,0,0,1,0
2611,335500.0,4356.0,1760.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.357142857,435000.0,23,0,0,0,0,0,0,0,0,0,1,0
2612,460000.0,6534.0,1339.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,510592.357142857,435000.0,23,0,0,0,0,0,0,0,0,0,1,0
2613,820000.0,11761.0,2833.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,510592.357142857,435000.0,27,0,0,0,0,0,0,0,0,0,1,0
2614,295000.0,1307.0,1040.0,2.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,510592.357142857,435000.0,52,0,0,0,1,0,0,0,0,0,0,0
2615,500000.0,6098.0,1391.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,510592.357142857,435000.0,50,0,0,0,0,0,0,0,0,0,1,0
2616,440000.0,7405.0,1956.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,510592.357142857,435000.0,51,0,0,0,0,0,0,0,0,0,1,0
2617,424099.0,15682.0,1186.0,3.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,510592.357142857,435000.0,53,0,0,0,0,0,0,0,0,0,1,0
2618,435000.0,6970.0,1428.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,510592.357142857,435000.0,48,0,0,0,0,0,0,0,0,0,1,0
2619,465000.0,9583.0,1721.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,510592.357142857,435000.0,60,0,0,0,0,0,0,0,0,0,1,0
2620,700000.0,9583.0,2713.0,4.0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,510592.357142857,435000.0,24,0,0,0,0,0,0,0,0,0,1,0
2621,370000.0,7405.0,1092.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,510592.357142857,435000.0,54,0,0,0,0,0,0,0,0,0,1,0
2622,705000.0,10454.0,2174.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,510592.357142857,435000.0,28,0,0,0,0,0,0,0,0,0,1,0
2623,425000.0,6970.0,1847.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,510592.357142857,435000.0,47,0,0,0,0,0,0,0,0,0,1,0
2624,1285000.0,50965.0,2573.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,510592.357142857,435000.0,7,0,0,0,0,0,0,0,0,0,1,0
2625,1500000.0,871200.0,3060.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,510592.357142857,435000.0,49,0,0,0,0,0,0,0,0,0,1,0
2626,429000.0,1742.0,1460.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,510592.357142857,435000.0,3,0,0,0,0,0,0,0,0,0,0,1
2629,689900.0,53143.0,2433.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,510592.357142857,435000.0,30,0,0,0,0,0,0,0,0,0,1,0
2630,365000.0,34848.0,1227.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,510592.357142857,435000.0,32,0,0,0,1,0,0,0,0,0,0,0
2631,385000.0,2614.0,1260.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,510592.357142857,435000.0,22,0,0,0,0,0,0,0,0,0,1,0
2632,800000.0,43996.0,2029.0,3.0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,510592.357142857,435000.0,52,0,0,0,0,0,0,0,0,0,1,0
2633,575000.0,72745.0,1872.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,510592.357142857,435000.0,53,0,0,0,0,0,0,0,0,0,1,0
2634,405000.0,1742.0,1140.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,510592.357142857,435000.0,3,0,0,0,0,0,0,0,0,0,1,0
2636,375000.0,6534.0,1056.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.357142857,435000.0,53,0,0,0,0,0,0,0,0,0,1,0
2637,385000.0,6970.0,1813.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,510592.357142857,435000.0,27,0,0,0,0,0,0,1,0,0,0,0
2638,358000.0,6098.0,1620.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.357142857,435000.0,35,0,0,0,0,0,0,1,0,0,0,0
2639,560000.0,6534.0,2573.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,510592.357142857,435000.0,31,0,0,0,0,0,0,0,0,0,1,0
2640,650000.0,61855.0,3182.0,6.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,510592.357142857,435000.0,49,0,0,0,0,0,0,0,0,0,1,0
2641,345000.0,6098.0,1068.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,510592.357142857,435000.0,78,0,0,0,0,0,0,0,0,0,1,0
2642,415000.0,1307.0,1518.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,510592.357142857,435000.0,4,0,0,0,0,0,0,0,0,0,0,1
2643,826000.0,10454.0,2543.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,510592.357142857,435000.0,23,0,0,0,0,0,0,0,0,0,1,0
2644,400000.0,7841.0,1361.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,510592.357142857,435000.0,48,0,0,0,0,0,0,0,0,0,1,0
2645,465000.0,6970.0,1867.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,510592.357142857,435000.0,53,0,0,0,0,0,0,0,0,0,1,0
2646,440000.0,7841.0,1669.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,510592.357142857,435000.0,59,0,0,0,0,0,0,0,0,0,1,0
2647,490000.0,3920.0,1615.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,510592.357142857,435000.0,17,0,0,0,0,0,0,0,0,0,1,0
2649,250000.0,8276.0,660.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.357142857,435000.0,90,0,0,0,0,0,0,0,0,0,1,0
2650,505000.0,4792.0,1577.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,510592.357142857,435000.0,94,0,0,0,0,0,0,0,0,0,1,0
2651,515000.0,6098.0,1848.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,510592.357142857,435000.0,19,0,0,0,0,0,0,0,0,0,1,0
2652,300000.0,16117.0,1308.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.357142857,435000.0,90,0,0,0,0,0,0,0,0,0,1,0
2655,295000.0,8472.0,1481.0,4.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,461068.25190839695,441000.0,72,0,0,0,0,0,0,0,0,0,1,0
2656,320000.0,175011.0,1379.0,2.0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,461068.25190839695,441000.0,52,0,0,0,1,0,0,0,0,0,0,0
2657,245000.0,8276.0,1002.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,461068.25190839695,441000.0,23,0,0,0,0,0,0,0,0,0,1,0
2658,315000.0,3027.0,1788.0,3.0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,327202.898550725,340000.0,29,0,0,0,0,0,0,0,0,0,0,1
2659,279000.0,8590.0,1056.0,3.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,327202.898550725,340000.0,44,0,0,0,0,0,0,0,0,0,1,0
2660,441000.0,6882.0,1225.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,461068.25190839695,441000.0,73,0,0,0,0,0,0,0,0,0,1,0
2661,315000.0,5075.0,1236.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839695,441000.0,100,0,0,0,0,0,0,0,0,0,1,0
2662,240000.0,13464.0,1341.0,3.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,327202.898550725,340000.0,68,0,0,0,0,0,0,0,0,0,1,0
2664,306000.0,39640.0,1332.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,461068.25190839695,441000.0,80,0,0,0,0,0,0,0,0,0,1,0
2665,515000.0,17860.0,3616.0,4.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,461068.25190839695,441000.0,20,0,0,0,0,0,0,0,0,0,1,0
2666,102000.0,2662.0,1343.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,461068.25190839695,441000.0,104,0,0,0,0,0,0,0,0,0,1,0
2667,288000.0,11539.0,1292.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,461068.25190839695,441000.0,102,0,0,0,0,0,0,0,0,0,1,0
2669,524950.0,2749.0,2000.0,3.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,461068.25190839695,441000.0,114,0,0,0,0,0,0,0,0,0,1,0
2670,545900.0,3485.0,2640.0,4.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,327202.898550725,340000.0,11,0,0,0,0,0,0,0,0,0,0,1
2671,120000.0,7754.0,864.0,3.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120000.0,120000.0,70,0,0,0,0,0,0,0,0,0,1,0
2672,389500.0,7841.0,1431.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,327202.898550725,340000.0,74,0,0,0,0,0,0,0,0,0,1,0
2673,160000.0,7501.0,1288.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,461068.25190839695,441000.0,60,0,0,0,0,0,0,0,0,0,1,0
2674,292500.0,19741.0,1503.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,461068.25190839695,441000.0,66,0,0,0,0,0,0,0,0,0,1,0
2675,485000.0,2810.0,2135.0,3.0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,461068.25190839695,441000.0,11,0,0,0,0,0,0,0,0,0,0,1
2676,705000.0,7349.0,1775.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839695,441000.0,84,0,0,0,0,0,0,0,0,0,1,0
2677,332000.0,11282.0,1788.0,4.0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,332000.0,332000.0,38,0,0,0,0,0,0,0,0,0,1,0
2678,371500.0,25670.0,1477.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,461068.25190839695,441000.0,65,0,0,0,0,0,0,0,0,0,1,0
2679,555000.0,6499.0,2004.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,461068.25190839695,441000.0,66,0,0,0,0,0,0,0,0,0,1,0
2680,1410000.0,8451.0,3359.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839695,441000.0,84,0,0,0,0,0,0,0,0,0,1,0
2681,375000.0,11757.0,1448.0,4.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,327202.898550725,340000.0,61,0,0,0,0,0,0,0,0,0,1,0
2682,239900.0,14810.0,1292.0,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,327202.898550725,340000.0,70,0,0,0,0,0,0,0,0,0,1,0
2683,299000.0,1520.0,1560.0,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,461068.25190839695,441000.0,124,0,0,0,0,0,0,0,0,0,1,0
2684,330000.0,66777.0,1378.0,3.0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,327202.898550725,340000.0,55,0,0,0,0,0,0,0,0,0,1,0
2685,759000.0,2814.0,2885.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,461068.25190839695,441000.0,99,0,0,0,0,0,0,0,0,0,1,0
2686,505000.0,2322.0,2313.0,3.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,461068.25190839695,441000.0,105,0,0,0,0,0,0,0,0,0,0,1
2687,575000.0,18731.0,2470.0,3.0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,461068.25190839695,441000.0,84,0,0,0,0,0,0,0,0,0,1,0
2688,450000.0,21371.0,1536.0,3.0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,461068.25190839695,441000.0,74,0,0,0,0,0,0,0,0,0,1,0
2689,340000.0,12031.0,2056.0,6.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,327202.898550725,340000.0,15,0,0,0,0,0,0,0,0,0,1,0
2690,475000.0,14331.0,1884.0,4.0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,327202.898550725,340000.0,35,0,0,0,0,0,0,0,0,0,1,0
2691,730000.0,4090.0,2535.0,3.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839695,441000.0,124,0,0,0,0,0,0,0,0,0,1,0
2692,340000.0,37292.0,1728.0,4.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,327202.898550725,340000.0,18,0,0,0,0,0,0,0,0,0,1,0
