,description.sold_price,description.lot_sqft,description.sqft,description.beds,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,laundry_room,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer,city_mean,city_median,age,description.type_apartment,description.type_condo,description.type_condo_townhome_rowhome_coop,description.type_condos,description.type_duplex_triplex,description.type_land,description.type_mobile,description.type_multi_family,description.type_other,description.type_single_family,description.type_townhomes
2935,530000.0,1124.0,2172.0,4.0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,539456.214689266,340000.0,25,0,0,0,0,0,0,0,0,0,0,1
2937,210000.0,932.0,1256.0,2.0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,539456.214689266,340000.0,61,0,0,0,1,0,0,0,0,0,0,0
2939,240000.0,2178.0,1364.0,3.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,539456.214689266,340000.0,21,0,0,0,0,0,0,0,0,0,0,1
2940,705000.0,1699.0,1700.0,3.0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,539456.214689266,340000.0,14,0,0,0,1,0,0,0,0,0,0,0
2941,420000.0,4356.0,1086.0,2.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,539456.214689266,340000.0,104,0,0,0,0,0,0,0,0,0,1,0
2942,1400000.0,2526.0,2574.0,3.0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,539456.214689266,340000.0,15,0,0,0,1,0,0,0,0,0,0,0
2943,390000.0,8930.0,1363.0,2.0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,539456.214689266,340000.0,16,0,0,0,1,0,0,0,0,0,0,0
2944,1180000.0,3206.0,3206.0,3.0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,539456.214689266,340000.0,37,0,0,0,1,0,0,0,0,0,0,0
2946,250000.0,1307.0,1600.0,3.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,539456.214689266,340000.0,21,0,0,0,0,0,0,0,0,0,0,1
2947,89500.0,9757.0,936.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,539456.214689266,340000.0,74,0,0,0,0,0,0,0,0,0,1,0
2948,225000.0,3180.0,1575.0,3.0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,539456.214689266,340000.0,39,0,0,0,0,0,0,0,0,0,0,1
2949,525000.0,1917.0,1900.0,3.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,539456.214689266,340000.0,43,0,0,0,0,0,0,0,0,0,0,1
2950,467500.0,8834.0,1849.0,4.0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,539456.214689266,340000.0,74,0,0,0,0,0,0,0,0,0,1,0
3035,232000.0,1133.0,1132.0,2.0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,539456.214689266,340000.0,64,0,0,0,1,0,0,0,0,0,0,0
3036,287000.0,1133.0,1111.0,1.0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,669392.857142857,710000.0,41,0,0,0,1,0,0,0,0,0,0,0
3037,330000.0,5663.0,2400.0,3.0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,539456.214689266,340000.0,18,0,0,0,0,0,0,0,0,0,1,0
3039,154000.0,4356.0,792.0,2.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,539456.214689266,340000.0,58,0,0,0,1,0,0,0,0,0,0,0
3040,350000.0,1045.0,1059.0,2.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,539456.214689266,340000.0,19,0,0,0,1,0,0,0,0,0,0,0
3041,225900.0,2178.0,1507.0,3.0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,539456.214689266,340000.0,22,0,0,0,0,0,0,0,0,0,0,1
3042,188000.0,5314.0,1373.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,539456.214689266,340000.0,79,0,0,0,0,0,0,0,0,0,1,0
3043,642500.0,13068.0,2046.0,4.0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,539456.214689266,340000.0,68,0,0,0,0,0,0,0,0,0,1,0
3044,325000.0,10193.0,1448.0,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,325000.0,325000.0,87,0,0,0,0,0,0,0,0,0,1,0
3045,620000.0,9583.0,5526.0,6.0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,539456.214689266,340000.0,6,0,0,0,0,0,0,0,0,0,1,0
3046,247400.0,601.0,581.0,1.0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,539456.214689266,340000.0,84,0,0,0,1,0,0,0,0,0,0,0
3047,135000.0,12023.0,920.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,539456.214689266,340000.0,74,0,0,0,0,0,0,0,0,0,1,0
3048,585000.0,1002.0,2140.0,3.0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,669392.857142857,710000.0,10,0,0,0,0,0,0,0,0,0,0,1
3049,230000.0,1363.0,1364.0,2.0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,539456.214689266,340000.0,41,0,0,0,1,0,0,0,0,0,0,0
3050,220000.0,784.0,786.0,1.0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,539456.214689266,340000.0,59,0,0,0,1,0,0,0,0,0,0,0
3051,1915000.0,74052.0,4569.0,4.0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,539456.214689266,340000.0,98,0,0,0,0,0,0,0,0,0,1,0
3052,200000.0,1307.0,1529.0,3.0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,539456.214689266,340000.0,19,0,0,0,0,0,0,0,0,0,0,1
3053,1375000.0,19689.0,5465.0,5.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,669392.857142857,710000.0,45,0,0,0,0,0,0,0,0,0,1,0
3055,200000.0,7231.0,1300.0,3.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,539456.214689266,340000.0,19,0,0,0,0,0,0,0,0,0,1,0
3056,1410000.0,13068.0,5702.0,4.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,539456.214689266,340000.0,3,0,0,0,0,0,0,0,0,0,1,0
3058,710000.0,1307.0,2740.0,3.0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,669392.857142857,710000.0,5,0,0,0,0,0,0,0,0,0,0,1
3059,530000.0,1124.0,2172.0,4.0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,539456.214689266,340000.0,25,0,0,0,0,0,0,0,0,0,0,1
3060,210000.0,932.0,1256.0,2.0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,539456.214689266,340000.0,61,0,0,0,1,0,0,0,0,0,0,0
3063,2600000.0,2570.0,2569.0,2.0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,539456.214689266,340000.0,7,0,0,0,1,0,0,0,0,0,0,0
3064,240000.0,2178.0,1364.0,3.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,539456.214689266,340000.0,21,0,0,0,0,0,0,0,0,0,0,1
3065,705000.0,1699.0,1700.0,3.0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,539456.214689266,340000.0,14,0,0,0,1,0,0,0,0,0,0,0
3066,1400000.0,2526.0,2574.0,3.0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,539456.214689266,340000.0,15,0,0,0,1,0,0,0,0,0,0,0
3067,420000.0,4356.0,1086.0,2.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,539456.214689266,340000.0,104,0,0,0,0,0,0,0,0,0,1,0
3068,390000.0,8930.0,1363.0,2.0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,539456.214689266,340000.0,16,0,0,0,1,0,0,0,0,0,0,0
3070,250000.0,1307.0,1600.0,3.0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,539456.214689266,340000.0,21,0,0,0,0,0,0,0,0,0,0,1
3071,89500.0,9757.0,936.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,539456.214689266,340000.0,74,0,0,0,0,0,0,0,0,0,1,0
3072,1180000.0,3206.0,3206.0,3.0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,539456.214689266,340000.0,37,0,0,0,1,0,0,0,0,0,0,0
3073,525000.0,1917.0,1900.0,3.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,539456.214689266,340000.0,43,0,0,0,0,0,0,0,0,0,0,1
3074,467500.0,8834.0,1849.0,4.0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,539456.214689266,340000.0,74,0,0,0,0,0,0,0,0,0,1,0
3075,305000.0,1002.0,840.0,2.0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,539456.214689266,340000.0,63,0,0,0,1,0,0,0,0,0,0,0
3076,226000.0,1080.0,1368.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,539456.214689266,340000.0,6,0,0,0,0,0,0,0,0,0,0,1
3077,284900.0,3920.0,1792.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,300269.714285714,278000.0,42,0,0,0,0,0,0,0,0,0,0,1
3078,415000.0,10454.0,1296.0,2.0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,300269.714285714,278000.0,69,0,0,0,0,0,0,0,0,0,1,0
3079,194628.0,41382.0,1222.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,27,0,0,0,0,0,0,0,0,0,1,0
3080,520000.0,23958.0,2584.0,4.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,300269.714285714,278000.0,36,0,0,0,0,0,0,0,0,0,1,0
3081,68000.0,55757.0,1116.0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,300269.714285714,278000.0,61,0,0,0,0,0,0,0,0,0,1,0
3082,145000.0,3485.0,928.0,2.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,300269.714285714,278000.0,40,0,0,0,0,0,0,0,0,0,0,1
3083,350000.0,4792.0,1648.0,3.0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,300269.714285714,278000.0,23,0,0,0,0,0,0,0,0,0,0,1
3084,460000.0,3485.0,1768.0,3.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,300269.714285714,278000.0,5,0,0,0,0,0,0,0,0,0,1,0
3085,570000.0,96268.0,2667.0,3.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,25,0,0,0,0,0,0,0,0,0,1,0
3086,425000.0,6098.0,1893.0,4.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,300269.714285714,278000.0,29,0,0,0,0,0,0,0,0,0,1,0
3087,244500.0,1307.0,1174.0,2.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,300269.714285714,278000.0,33,0,0,0,0,0,0,0,0,0,0,1
3088,312000.0,6098.0,1624.0,3.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,26,0,0,0,0,0,0,0,0,0,1,0
3089,169500.0,19166.0,1512.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,47,0,0,0,0,0,0,0,0,0,1,0
3090,297000.0,6970.0,1411.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,300269.714285714,278000.0,23,0,0,0,0,0,0,0,0,0,1,0
3091,299000.0,6970.0,1706.0,3.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,18,0,0,0,0,0,0,0,0,0,1,0
3092,59000.0,5227.0,1088.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,64,0,0,0,0,0,0,0,0,0,1,0
3093,660000.0,27443.0,3281.0,4.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,20,0,0,0,0,0,0,0,0,0,1,0
3094,79000.0,7841.0,850.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,300269.714285714,278000.0,66,0,0,0,0,0,0,0,0,0,1,0
3095,570000.0,9148.0,2966.0,5.0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,300269.714285714,278000.0,17,0,0,0,0,0,0,0,0,0,1,0
3098,228000.0,10890.0,1250.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,300269.714285714,278000.0,48,0,0,0,0,0,0,0,0,0,1,0
3099,151000.0,871.0,1209.0,3.0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,300269.714285714,278000.0,20,0,0,0,1,0,0,0,0,0,0,0
3100,430000.0,35284.0,2440.0,4.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,300269.714285714,278000.0,43,0,0,0,0,0,0,0,0,0,1,0
3101,172000.0,12632.0,1137.0,3.0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,25,0,0,0,0,0,0,0,0,0,1,0
3102,295000.0,12197.0,1452.0,3.0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,58,0,0,0,0,0,0,0,0,0,1,0
3103,185000.0,10019.0,1512.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,53,0,0,0,0,0,0,0,0,0,1,0
3104,282000.0,11326.0,1553.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,300269.714285714,278000.0,30,0,0,0,0,0,0,0,0,0,1,0
3105,472500.0,8276.0,2045.0,3.0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,300269.714285714,278000.0,19,0,0,0,0,0,0,0,0,0,1,0
3106,68000.0,871.0,710.0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,300269.714285714,278000.0,57,0,0,0,1,0,0,0,0,0,0,0
3107,810000.0,23087.0,2670.0,4.0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,4,0,0,0,0,0,0,0,0,0,1,0
3108,194900.0,7841.0,960.0,2.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,300269.714285714,278000.0,36,0,0,0,0,0,0,0,0,0,0,1
3109,278000.0,40946.0,1865.0,4.0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,47,0,0,0,0,0,0,0,0,0,1,0
3110,236000.0,22651.0,2590.0,3.0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,300269.714285714,278000.0,54,0,0,0,0,0,0,0,0,0,1,0
3111,415000.0,10890.0,2123.0,4.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,300269.714285714,278000.0,22,0,0,0,0,0,0,0,0,0,1,0
3112,112000.0,44867.0,1155.0,3.0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,300269.714285714,278000.0,5,0,0,0,0,0,0,1,0,0,0,0
3113,559900.0,28750.0,2142.0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,8,0,0,0,0,0,0,0,0,0,1,0
3114,234900.0,6970.0,1248.0,3.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,300269.714285714,278000.0,33,0,0,0,0,0,0,0,0,0,1,0
3115,50000.0,32670.0,1012.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,300269.714285714,278000.0,32,0,0,0,0,0,0,1,0,0,0,0
3117,200000.0,1742.0,1083.0,2.0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,300269.714285714,278000.0,40,0,0,0,0,0,0,0,0,0,0,1
3118,875000.0,23087.0,2518.0,3.0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,300269.714285714,278000.0,6,0,0,0,0,0,0,0,0,0,1,0
3120,667500.0,74488.0,3040.0,3.0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,452797.80193236703,470000.0,32,0,0,0,0,0,0,0,0,0,1,0
3121,539900.0,5764.0,3022.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,452797.80193236703,470000.0,15,0,0,0,0,0,0,0,0,0,1,0
3122,530000.0,5760.0,2277.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,452797.80193236703,470000.0,18,0,0,0,0,0,0,0,0,0,1,0
